rgn_id,stock_id_taxonkey,year,mean_catch
1,Clupea_pallasii_pallasii-18_601520,2003,9.972686583
1,Coregonus_autumnalis-18_602669,2003,14.42070644
1,Coregonus_nasus-18_602674,2003,49.36039386
1,Coregonus_pidschian-18_602676,2003,0.01166157
1,Coregonus_sardinella-18_602678,2003,12.01454442
1,Salvelinus_malma_malma-18_602691,2003,80.66130089
1,Stenodus_leucichthys-18_602692,2003,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2003,0.905009749
1,Platichthys_stellatus-18_604249,2003,3.80E-07
1,Coregonus_laurettae-18_646941,2003,4.497809572
1,Marine_fishes_not_identified-18_100039,2004,6.086911759
1,Osmeridae-18_400080,2004,10.74183498
1,Oncorhynchus-18_502724,2004,0.2370319
1,Coregonus-18_506253,2004,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2004,10.36251257
1,Eleginus_gracilis-18_600315,2004,14.25674735
1,Boreogadus_saida-18_600319,2004,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2004,9.972686583
1,Coregonus_autumnalis-18_602669,2004,14.42070644
1,Coregonus_nasus-18_602674,2004,49.36039386
1,Coregonus_pidschian-18_602676,2004,0.01166157
1,Coregonus_sardinella-18_602678,2004,12.01454442
1,Salvelinus_malma_malma-18_602691,2004,80.66130089
1,Stenodus_leucichthys-18_602692,2004,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2004,0.905009749
1,Platichthys_stellatus-18_604249,2004,3.80E-07
1,Coregonus_laurettae-18_646941,2004,4.497809572
1,Marine_fishes_not_identified-18_100039,2005,6.086911759
1,Osmeridae-18_400080,2005,10.74183498
1,Oncorhynchus-18_502724,2005,0.2370319
1,Coregonus-18_506253,2005,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2005,10.36251257
1,Eleginus_gracilis-18_600315,2005,14.25674735
1,Boreogadus_saida-18_600319,2005,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2005,9.972686583
1,Coregonus_autumnalis-18_602669,2005,14.42070644
1,Coregonus_nasus-18_602674,2005,49.36039386
1,Coregonus_pidschian-18_602676,2005,0.01166157
1,Coregonus_sardinella-18_602678,2005,12.01454442
1,Salvelinus_malma_malma-18_602691,2005,80.66130089
1,Stenodus_leucichthys-18_602692,2005,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2005,0.905009749
1,Platichthys_stellatus-18_604249,2005,3.80E-07
1,Coregonus_laurettae-18_646941,2005,4.497809572
1,Marine_fishes_not_identified-18_100039,2006,6.086911759
1,Osmeridae-18_400080,2006,10.74183498
1,Oncorhynchus-18_502724,2006,0.2370319
1,Coregonus-18_506253,2006,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2006,10.36251257
1,Eleginus_gracilis-18_600315,2006,14.25674735
1,Boreogadus_saida-18_600319,2006,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2006,9.972686583
1,Coregonus_autumnalis-18_602669,2006,14.42070644
1,Coregonus_nasus-18_602674,2006,49.36039386
1,Coregonus_pidschian-18_602676,2006,0.01166157
1,Coregonus_sardinella-18_602678,2006,12.01454442
1,Salvelinus_malma_malma-18_602691,2006,80.66130089
1,Stenodus_leucichthys-18_602692,2006,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2006,0.905009749
1,Platichthys_stellatus-18_604249,2006,3.80E-07
1,Coregonus_laurettae-18_646941,2006,4.497809572
1,Marine_fishes_not_identified-18_100039,2007,6.086911759
1,Osmeridae-18_400080,2007,10.74183498
1,Oncorhynchus-18_502724,2007,0.2370319
1,Coregonus-18_506253,2007,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2007,10.36251257
1,Eleginus_gracilis-18_600315,2007,14.25674735
1,Boreogadus_saida-18_600319,2007,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2007,9.972686583
1,Coregonus_autumnalis-18_602669,2007,14.42070644
1,Coregonus_nasus-18_602674,2007,49.36039386
1,Coregonus_pidschian-18_602676,2007,0.01166157
1,Coregonus_sardinella-18_602678,2007,12.01454442
1,Salvelinus_malma_malma-18_602691,2007,80.66130089
1,Stenodus_leucichthys-18_602692,2007,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2007,0.905009749
1,Platichthys_stellatus-18_604249,2007,3.80E-07
1,Coregonus_laurettae-18_646941,2007,4.497809572
1,Marine_fishes_not_identified-18_100039,2008,6.086911759
1,Osmeridae-18_400080,2008,10.74183498
1,Oncorhynchus-18_502724,2008,0.2370319
1,Coregonus-18_506253,2008,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2008,10.36251257
1,Eleginus_gracilis-18_600315,2008,14.25674735
1,Boreogadus_saida-18_600319,2008,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2008,9.972686583
1,Coregonus_autumnalis-18_602669,2008,14.42070644
1,Coregonus_nasus-18_602674,2008,49.36039386
1,Coregonus_pidschian-18_602676,2008,0.01166157
1,Coregonus_sardinella-18_602678,2008,12.01454442
1,Salvelinus_malma_malma-18_602691,2008,80.66130089
1,Stenodus_leucichthys-18_602692,2008,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2008,0.905009749
1,Platichthys_stellatus-18_604249,2008,3.80E-07
1,Coregonus_laurettae-18_646941,2008,4.497809572
1,Marine_fishes_not_identified-18_100039,2009,6.086911759
1,Osmeridae-18_400080,2009,10.74183498
1,Oncorhynchus-18_502724,2009,0.2370319
1,Coregonus-18_506253,2009,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2009,10.36251257
1,Eleginus_gracilis-18_600315,2009,14.25674735
1,Boreogadus_saida-18_600319,2009,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2009,9.972686583
1,Coregonus_autumnalis-18_602669,2009,14.42070644
1,Coregonus_nasus-18_602674,2009,49.36039386
1,Coregonus_pidschian-18_602676,2009,0.01166157
1,Coregonus_sardinella-18_602678,2009,12.01454442
1,Salvelinus_malma_malma-18_602691,2009,80.66130089
1,Stenodus_leucichthys-18_602692,2009,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2009,0.905009749
1,Platichthys_stellatus-18_604249,2009,3.80E-07
1,Coregonus_laurettae-18_646941,2009,4.497809572
1,Marine_fishes_not_identified-18_100039,2010,6.086911759
1,Osmeridae-18_400080,2010,10.74183498
1,Oncorhynchus-18_502724,2010,0.2370319
1,Coregonus-18_506253,2010,130.6689126
1,Oncorhynchus_gorbuscha-18_600240,2010,10.36251257
1,Eleginus_gracilis-18_600315,2010,14.25674735
1,Boreogadus_saida-18_600319,2010,3.256116464
1,Clupea_pallasii_pallasii-18_601520,2010,9.972686583
1,Coregonus_autumnalis-18_602669,2010,14.42070644
1,Coregonus_nasus-18_602674,2010,49.36039386
1,Coregonus_pidschian-18_602676,2010,0.01166157
1,Coregonus_sardinella-18_602678,2010,12.01454442
1,Salvelinus_malma_malma-18_602691,2010,80.66130089
1,Stenodus_leucichthys-18_602692,2010,192.9441839
1,Myoxocephalus_quadricornis-18_604122,2010,0.905009749
1,Platichthys_stellatus-18_604249,2010,3.80E-07
1,Coregonus_laurettae-18_646941,2010,4.497809572
2,Gadidae-18_400183,2001,3.208920333
2,Cottidae-18_400277,2001,0.064220016
2,Coregonus-18_506253,2001,0.370239116
2,Salmo_salar-18_600236,2001,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2001,89.94951525
2,Eleginus_gracilis-18_600315,2001,0.015714054
2,Boreogadus_saida-18_600319,2001,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2001,0.229368698
2,Coregonus_autumnalis-18_602669,2001,0.054577323
2,Coregonus_nasus-18_602674,2001,7.468958802
2,Coregonus_sardinella-18_602678,2001,0.000382343
2,Salvelinus_malma_malma-18_602691,2001,0.108976178
2,Stenodus_leucichthys-18_602692,2001,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2001,0.000779993
2,Platichthys_stellatus-18_604249,2001,0.001873345
2,Gadidae-21_400183,2001,0.209129744
2,Cottidae-21_400277,2001,156.319539
2,Salmo_salar-21_600236,2001,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2001,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2001,712.4303142
2,Gadidae-18_400183,2002,3.208920333
2,Cottidae-18_400277,2002,0.064220016
2,Coregonus-18_506253,2002,0.370239116
2,Salmo_salar-18_600236,2002,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2002,89.94951525
2,Eleginus_gracilis-18_600315,2002,0.015714054
2,Boreogadus_saida-18_600319,2002,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2002,0.229368698
2,Coregonus_autumnalis-18_602669,2002,0.054577323
2,Coregonus_nasus-18_602674,2002,7.468958802
2,Coregonus_sardinella-18_602678,2002,0.000382343
2,Salvelinus_malma_malma-18_602691,2002,0.108976178
2,Stenodus_leucichthys-18_602692,2002,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2002,0.000779993
2,Platichthys_stellatus-18_604249,2002,0.001873345
2,Gadidae-21_400183,2002,0.209129744
2,Cottidae-21_400277,2002,156.319539
2,Salmo_salar-21_600236,2002,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2002,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2002,712.4303142
2,Gadidae-18_400183,2003,3.208920333
2,Cottidae-18_400277,2003,0.064220016
2,Coregonus-18_506253,2003,0.370239116
2,Salmo_salar-18_600236,2003,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2003,89.94951525
2,Eleginus_gracilis-18_600315,2003,0.015714054
2,Boreogadus_saida-18_600319,2003,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2003,0.229368698
2,Coregonus_autumnalis-18_602669,2003,0.054577323
2,Coregonus_nasus-18_602674,2003,7.468958802
2,Coregonus_sardinella-18_602678,2003,0.000382343
2,Salvelinus_malma_malma-18_602691,2003,0.108976178
2,Stenodus_leucichthys-18_602692,2003,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2003,0.000779993
2,Platichthys_stellatus-18_604249,2003,0.001873345
2,Gadidae-21_400183,2003,0.209129744
2,Cottidae-21_400277,2003,156.319539
2,Salmo_salar-21_600236,2003,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2003,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2003,712.4303142
2,Gadidae-18_400183,2004,3.208920333
2,Cottidae-18_400277,2004,0.064220016
2,Coregonus-18_506253,2004,0.370239116
2,Salmo_salar-18_600236,2004,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2004,89.94951525
2,Eleginus_gracilis-18_600315,2004,0.015714054
2,Boreogadus_saida-18_600319,2004,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2004,0.229368698
2,Coregonus_autumnalis-18_602669,2004,0.054577323
2,Coregonus_nasus-18_602674,2004,7.468958802
2,Coregonus_sardinella-18_602678,2004,0.000382343
2,Salvelinus_malma_malma-18_602691,2004,0.108976178
2,Stenodus_leucichthys-18_602692,2004,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2004,0.000779993
2,Platichthys_stellatus-18_604249,2004,0.001873345
2,Gadidae-21_400183,2004,0.209129744
2,Cottidae-21_400277,2004,156.319539
2,Salmo_salar-21_600236,2004,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2004,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2004,712.4303142
2,Gadidae-18_400183,2005,3.208920333
2,Cottidae-18_400277,2005,0.064220016
2,Coregonus-18_506253,2005,0.370239116
2,Salmo_salar-18_600236,2005,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2005,89.94951525
2,Eleginus_gracilis-18_600315,2005,0.015714054
2,Boreogadus_saida-18_600319,2005,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2005,0.229368698
2,Coregonus_autumnalis-18_602669,2005,0.054577323
2,Coregonus_nasus-18_602674,2005,7.468958802
2,Coregonus_sardinella-18_602678,2005,0.000382343
2,Salvelinus_malma_malma-18_602691,2005,0.108976178
2,Stenodus_leucichthys-18_602692,2005,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2005,0.000779993
2,Platichthys_stellatus-18_604249,2005,0.001873345
2,Gadidae-21_400183,2005,0.209129744
2,Cottidae-21_400277,2005,156.319539
2,Salmo_salar-21_600236,2005,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2005,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2005,712.4303142
2,Gadidae-18_400183,2006,3.208920333
2,Cottidae-18_400277,2006,0.064220016
2,Coregonus-18_506253,2006,0.370239116
2,Salmo_salar-18_600236,2006,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2006,89.94951525
2,Eleginus_gracilis-18_600315,2006,0.015714054
2,Boreogadus_saida-18_600319,2006,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2006,0.229368698
2,Coregonus_autumnalis-18_602669,2006,0.054577323
2,Coregonus_nasus-18_602674,2006,7.468958802
2,Coregonus_sardinella-18_602678,2006,0.000382343
2,Salvelinus_malma_malma-18_602691,2006,0.108976178
2,Stenodus_leucichthys-18_602692,2006,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2006,0.000779993
2,Platichthys_stellatus-18_604249,2006,0.001873345
2,Gadidae-21_400183,2006,0.209129744
2,Cottidae-21_400277,2006,156.319539
2,Salmo_salar-21_600236,2006,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2006,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2006,712.4303142
2,Gadidae-18_400183,2007,3.208920333
2,Cottidae-18_400277,2007,0.064220016
2,Coregonus-18_506253,2007,0.370239116
2,Salmo_salar-18_600236,2007,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2007,89.94951525
2,Eleginus_gracilis-18_600315,2007,0.015714054
2,Boreogadus_saida-18_600319,2007,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2007,0.229368698
2,Coregonus_autumnalis-18_602669,2007,0.054577323
2,Coregonus_nasus-18_602674,2007,7.468958802
2,Coregonus_sardinella-18_602678,2007,0.000382343
2,Salvelinus_malma_malma-18_602691,2007,0.108976178
2,Stenodus_leucichthys-18_602692,2007,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2007,0.000779993
2,Platichthys_stellatus-18_604249,2007,0.001873345
2,Gadidae-21_400183,2007,0.209129744
2,Cottidae-21_400277,2007,156.319539
2,Salmo_salar-21_600236,2007,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2007,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2007,712.4303142
2,Gadidae-18_400183,2008,3.208920333
2,Cottidae-18_400277,2008,0.064220016
2,Coregonus-18_506253,2008,0.370239116
2,Salmo_salar-18_600236,2008,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2008,89.94951525
2,Eleginus_gracilis-18_600315,2008,0.015714054
2,Boreogadus_saida-18_600319,2008,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2008,0.229368698
2,Coregonus_autumnalis-18_602669,2008,0.054577323
2,Coregonus_nasus-18_602674,2008,7.468958802
2,Coregonus_sardinella-18_602678,2008,0.000382343
2,Salvelinus_malma_malma-18_602691,2008,0.108976178
2,Stenodus_leucichthys-18_602692,2008,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2008,0.000779993
2,Platichthys_stellatus-18_604249,2008,0.001873345
2,Gadidae-21_400183,2008,0.209129744
2,Cottidae-21_400277,2008,156.319539
2,Salmo_salar-21_600236,2008,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2008,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2008,712.4303142
2,Gadidae-18_400183,2009,3.208920333
2,Cottidae-18_400277,2009,0.064220016
2,Coregonus-18_506253,2009,0.370239116
2,Salmo_salar-18_600236,2009,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2009,89.94951525
2,Eleginus_gracilis-18_600315,2009,0.015714054
2,Boreogadus_saida-18_600319,2009,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2009,0.229368698
2,Coregonus_autumnalis-18_602669,2009,0.054577323
2,Coregonus_nasus-18_602674,2009,7.468958802
2,Coregonus_sardinella-18_602678,2009,0.000382343
2,Salvelinus_malma_malma-18_602691,2009,0.108976178
2,Stenodus_leucichthys-18_602692,2009,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2009,0.000779993
2,Platichthys_stellatus-18_604249,2009,0.001873345
2,Gadidae-21_400183,2009,0.209129744
2,Cottidae-21_400277,2009,156.319539
2,Salmo_salar-21_600236,2009,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2009,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2009,712.4303142
2,Gadidae-18_400183,2010,3.208920333
2,Cottidae-18_400277,2010,0.064220016
2,Coregonus-18_506253,2010,0.370239116
2,Salmo_salar-18_600236,2010,1.344251806
2,Salvelinus_alpinus_alpinus-18_600247,2010,89.94951525
2,Eleginus_gracilis-18_600315,2010,0.015714054
2,Boreogadus_saida-18_600319,2010,0.020331918
2,Clupea_pallasii_pallasii-18_601520,2010,0.229368698
2,Coregonus_autumnalis-18_602669,2010,0.054577323
2,Coregonus_nasus-18_602674,2010,7.468958802
2,Coregonus_sardinella-18_602678,2010,0.000382343
2,Salvelinus_malma_malma-18_602691,2010,0.108976178
2,Stenodus_leucichthys-18_602692,2010,2.547015973
2,Myoxocephalus_quadricornis-18_604122,2010,0.000779993
2,Platichthys_stellatus-18_604249,2010,0.001873345
2,Gadidae-21_400183,2010,0.209129744
2,Cottidae-21_400277,2010,156.319539
2,Salmo_salar-21_600236,2010,151.189334
2,Salvelinus_alpinus_alpinus-21_600247,2010,49.05808799
2,Reinhardtius_hippoglossoides-21_600516,2010,712.4303142
3,Gadidae-18_400183,2001,1.710770628
3,Cottidae-18_400277,2001,0.0122646
3,Coregonus-18_506253,2001,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2001,85.40460715
3,Eleginus_gracilis-18_600315,2001,0.042521042
3,Boreogadus_saida-18_600319,2001,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2001,1.935820778
3,Coregonus_autumnalis-18_602669,2001,0.020451776
3,Coregonus_nasus-18_602674,2001,12.61216733
3,Coregonus_sardinella-18_602678,2001,0.001233891
3,Salvelinus_malma_malma-18_602691,2001,0.02942289
3,Stenodus_leucichthys-18_602692,2001,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2001,0.000688512
3,Platichthys_stellatus-18_604249,2001,0.000119965
3,Gadidae-18_400183,2002,1.710770628
3,Cottidae-18_400277,2002,0.0122646
3,Coregonus-18_506253,2002,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2002,85.40460715
3,Eleginus_gracilis-18_600315,2002,0.042521042
3,Boreogadus_saida-18_600319,2002,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2002,1.935820778
3,Coregonus_autumnalis-18_602669,2002,0.020451776
3,Coregonus_nasus-18_602674,2002,12.61216733
3,Coregonus_sardinella-18_602678,2002,0.001233891
3,Salvelinus_malma_malma-18_602691,2002,0.02942289
3,Stenodus_leucichthys-18_602692,2002,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2002,0.000688512
3,Platichthys_stellatus-18_604249,2002,0.000119965
3,Gadidae-18_400183,2003,1.710770628
3,Cottidae-18_400277,2003,0.0122646
3,Coregonus-18_506253,2003,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2003,85.40460715
3,Eleginus_gracilis-18_600315,2003,0.042521042
3,Boreogadus_saida-18_600319,2003,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2003,1.935820778
3,Coregonus_autumnalis-18_602669,2003,0.020451776
3,Coregonus_nasus-18_602674,2003,12.61216733
3,Coregonus_sardinella-18_602678,2003,0.001233891
3,Salvelinus_malma_malma-18_602691,2003,0.02942289
3,Stenodus_leucichthys-18_602692,2003,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2003,0.000688512
3,Platichthys_stellatus-18_604249,2003,0.000119965
3,Gadidae-18_400183,2004,1.710770628
3,Cottidae-18_400277,2004,0.0122646
3,Coregonus-18_506253,2004,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2004,85.40460715
3,Eleginus_gracilis-18_600315,2004,0.042521042
3,Boreogadus_saida-18_600319,2004,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2004,1.935820778
3,Coregonus_autumnalis-18_602669,2004,0.020451776
3,Coregonus_nasus-18_602674,2004,12.61216733
3,Coregonus_sardinella-18_602678,2004,0.001233891
3,Salvelinus_malma_malma-18_602691,2004,0.02942289
3,Stenodus_leucichthys-18_602692,2004,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2004,0.000688512
3,Platichthys_stellatus-18_604249,2004,0.000119965
3,Gadidae-18_400183,2005,1.710770628
3,Cottidae-18_400277,2005,0.0122646
3,Coregonus-18_506253,2005,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2005,85.40460715
3,Eleginus_gracilis-18_600315,2005,0.042521042
3,Boreogadus_saida-18_600319,2005,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2005,1.935820778
3,Coregonus_autumnalis-18_602669,2005,0.020451776
3,Coregonus_nasus-18_602674,2005,12.61216733
3,Coregonus_sardinella-18_602678,2005,0.001233891
3,Salvelinus_malma_malma-18_602691,2005,0.02942289
3,Stenodus_leucichthys-18_602692,2005,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2005,0.000688512
3,Platichthys_stellatus-18_604249,2005,0.000119965
3,Gadidae-18_400183,2006,1.710770628
3,Cottidae-18_400277,2006,0.0122646
3,Coregonus-18_506253,2006,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2006,85.40460715
3,Eleginus_gracilis-18_600315,2006,0.042521042
3,Boreogadus_saida-18_600319,2006,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2006,1.935820778
3,Coregonus_autumnalis-18_602669,2006,0.020451776
3,Coregonus_nasus-18_602674,2006,12.61216733
3,Coregonus_sardinella-18_602678,2006,0.001233891
3,Salvelinus_malma_malma-18_602691,2006,0.02942289
3,Stenodus_leucichthys-18_602692,2006,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2006,0.000688512
3,Platichthys_stellatus-18_604249,2006,0.000119965
3,Gadidae-18_400183,2007,1.710770628
3,Cottidae-18_400277,2007,0.0122646
3,Coregonus-18_506253,2007,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2007,85.40460715
3,Eleginus_gracilis-18_600315,2007,0.042521042
3,Boreogadus_saida-18_600319,2007,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2007,1.935820778
3,Coregonus_autumnalis-18_602669,2007,0.020451776
3,Coregonus_nasus-18_602674,2007,12.61216733
3,Coregonus_sardinella-18_602678,2007,0.001233891
3,Salvelinus_malma_malma-18_602691,2007,0.02942289
3,Stenodus_leucichthys-18_602692,2007,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2007,0.000688512
3,Platichthys_stellatus-18_604249,2007,0.000119965
3,Gadidae-18_400183,2008,1.710770628
3,Cottidae-18_400277,2008,0.0122646
3,Coregonus-18_506253,2008,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2008,85.40460715
3,Eleginus_gracilis-18_600315,2008,0.042521042
3,Boreogadus_saida-18_600319,2008,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2008,1.935820778
3,Coregonus_autumnalis-18_602669,2008,0.020451776
3,Coregonus_nasus-18_602674,2008,12.61216733
3,Coregonus_sardinella-18_602678,2008,0.001233891
3,Salvelinus_malma_malma-18_602691,2008,0.02942289
3,Stenodus_leucichthys-18_602692,2008,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2008,0.000688512
3,Platichthys_stellatus-18_604249,2008,0.000119965
3,Gadidae-18_400183,2009,1.710770628
3,Cottidae-18_400277,2009,0.0122646
3,Coregonus-18_506253,2009,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2009,85.40460715
3,Eleginus_gracilis-18_600315,2009,0.042521042
3,Boreogadus_saida-18_600319,2009,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2009,1.935820778
3,Coregonus_autumnalis-18_602669,2009,0.020451776
3,Coregonus_nasus-18_602674,2009,12.61216733
3,Coregonus_sardinella-18_602678,2009,0.001233891
3,Salvelinus_malma_malma-18_602691,2009,0.02942289
3,Stenodus_leucichthys-18_602692,2009,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2009,0.000688512
3,Platichthys_stellatus-18_604249,2009,0.000119965
3,Gadidae-18_400183,2010,1.710770628
3,Cottidae-18_400277,2010,0.0122646
3,Coregonus-18_506253,2010,0.22102809
3,Salvelinus_alpinus_alpinus-18_600247,2010,85.40460715
3,Eleginus_gracilis-18_600315,2010,0.042521042
3,Boreogadus_saida-18_600319,2010,0.010184787
3,Clupea_pallasii_pallasii-18_601520,2010,1.935820778
3,Coregonus_autumnalis-18_602669,2010,0.020451776
3,Coregonus_nasus-18_602674,2010,12.61216733
3,Coregonus_sardinella-18_602678,2010,0.001233891
3,Salvelinus_malma_malma-18_602691,2010,0.02942289
3,Stenodus_leucichthys-18_602692,2010,1.881170832
3,Myoxocephalus_quadricornis-18_604122,2010,0.000688512
3,Platichthys_stellatus-18_604249,2010,0.000119965
4,Marine_fishes_not_identified-18_100039,2001,909.7825063
4,Pleuronectiformes-18_300061,2001,0.043548262
4,Clupea_harengus-18_600024,2001,0.311362983
4,Gadus_morhua-18_600069,2001,0.192632262
4,Eleginus_nawaga-18_600314,2001,0.020886944
4,Boreogadus_saida-18_600319,2001,0.902500394
